25.53813876,-103.402234
25.55083543,-103.4341138
15.68509359,-96.23901582
16.73849899,-92.6271344
19.33258444,-96.76433364
18.46473241,-97.38604327
25.53413447,-100.9500906
18.9158145,-97.73614792
19.38735313,-98.98620938
15.3200529,-92.65742905
17.07735967,-96.71944048
15.92244138,-96.17408172
19.42469157,-99.16821421
21.8568525,-102.2627441
21.87990426,-102.3069856
22.30196557,-97.87937894
25.47137144,-100.9611941
22.0461295,-98.18220519
21.59670798,-88.15952737
25.69852281,-100.2045321
25.56052287,-103.5135381
21.48266313,-104.8958328
25.89434546,-97.49840235
19.4369536,-100.3604591
19.04847187,-98.19669174
21.5442497,-105.2841339
20.57476627,-100.3730476
20.92207565,-89.68714607
19.49635586,-98.89254901
20.6769059,-101.3441506
22.52797082,-99.32757731
18.4555134,-97.39019143
19.88575902,-100.585548
22.14492567,-100.9386639
25.7891092,-99.18274625
19.40046739,-99.14457556
19.36108983,-99.09646426
20.22173345,-100.8831734
19.70152507,-98.75742836
19.42375107,-102.0483587
21.07336934,-101.7286842
19.35464396,-99.07530823
20.54506142,-97.46446502
21.17692286,-86.85001185
20.49403316,-100.8223862
24.44437127,-104.119577
19.43759386,-99.13455274
16.89944443,-99.83541608
19.56923703,-99.02546367
31.30294249,-110.9400346
19.27483147,-99.64405048
18.96396584,-99.58799504
28.63991957,-106.0815547
19.19810089,-99.01417198
19.16587568,-96.12333875
19.35848906,-98.97704662
20.65440303,-105.2095647
21.14199243,-98.41934022
18.81094586,-96.71668463
19.30665769,-99.2099609
19.42258354,-102.0657197
19.02458807,-98.8201937
19.56875695,-99.13171897
22.31168646,-97.88025016
19.35752683,-99.02216859
19.63221323,-99.07375424
20.35385562,-102.015217
19.34285567,-99.016239
20.62581746,-103.2641693
19.17091106,-96.13303662
25.56678338,-108.4701705
19.19697662,-99.46270283
18.89745996,-98.97145559
20.59947883,-105.2380716
15.21398217,-92.57667194
30.715549,-112.1491935
19.389154,-102.0702892
30.37534356,-109.6929423
18.321484,-98.84434213
18.7473472,-96.78529231
18.02651166,-95.52957407
32.63395403,-115.4916757
21.02854334,-101.8625095
21.24432416,-102.3248092
20.49501546,-103.3590217
20.69388582,-103.2997498
21.11375844,-101.6728773
20.51172125,-100.8144434
16.85888817,-99.87216929
23.21300563,-106.4083932
19.5140679,-98.88078839
18.67342917,-99.18557678
19.27968536,-99.64219635
16.79767724,-99.38996206
18.0416574,-98.4409587
18.78235112,-99.2021686
20.06899721,-97.04662652
20.90978729,-89.61962541
23.91812427,-106.8933632
19.95445634,-99.54741899
32.46227541,-116.9117601
20.67167889,-103.237724
25.7450886,-100.3499666
19.64828997,-98.99792372
20.98681311,-101.844318
19.33296959,-96.76253558
19.3238569,-99.66400006
20.59477524,-103.2440893
16.5403632,-92.47276854
28.40997758,-106.8576004
26.21753497,-99.48435448
17.9795758,-92.9295484
19.65322044,-96.94450646
16.71750495,-99.1226549
20.60281342,-103.4315838
21.87992812,-102.2516023
19.51716643,-101.6163134
20.93968409,-89.58879987
25.66889424,-100.4630107
20.66850079,-101.3635992
19.05751724,-104.2910187
21.10361391,-101.7297578
19.68898391,-101.1593617
19.26646053,-99.16102171
19.39837685,-102.0565815
25.43106316,-101.0283744
19.69649611,-101.1828979
20.48305433,-99.21797223
29.32950302,-100.9524958
19.31499385,-98.19686489
20.50802216,-100.8177029
19.36903415,-99.75951832
31.74216871,-106.481562
19.44225692,-99.15827058
31.71905118,-106.5006407
19.43066154,-99.12348011
32.52412394,-117.0673706
16.87273699,-99.82166001
19.28544753,-99.13295804
19.40999961,-99.02872067
19.57505404,-99.23962463
19.29293728,-99.07161359
19.04702177,-98.09384789
16.85843839,-99.90179362
16.34074095,-94.51782292
